05.04_Instances_of_a_Class	60	760	12.67	12	0.40	12.40	1	13	1.86	2.60	7	1.00	1.40	17	10
05.05_Default_Constructors	90	670	11.17	11	0.10	11.10	1	12	1.71	2.40	6	0.86	1.20	16	8
05.06_Constructors_with_Parameters	120	550	9.17	9	0.10	9.10	1	10	1.43	2.00	5	0.71	1.00	13	7
05.07_Overloading_Methods_and_Using_Two_Classes	120	430	7.17	7	0.10	7.10	1	8	1.14	1.60	4	0.57	0.80	11	6
05.08_Constructing_Multiple_Objects	103	327	5.45	5	0.27	5.27	1	6	0.86	1.20	3	0.43	0.60	8	4
05.08_Constructing_Multiple_Objects	17	310	5.17	5	0.10	5.10	1	6	0.86	1.20	3	0.43	0.60	8	4
05.09_Programming_Ethics_and_Security	10	300	5.00	5	0.00	5.00	0	5	0.71	1.00	3	0.43	0.60	7	4
05.10_Discussion-Based_Assessment	60	240	4.00	4	0.00	4.00	0	4	0.57	0.80	2	0.29	0.40	6	3
05.11_Part_A_Segment_One_Exam-Multiple-Choice	120	120	2.00	2	0.00	2.00	0	2	0.29	0.40	1	0.14	0.20	3	2
05.11_Part_B_Segment_One_Exam-Free_Response	120	0	0.00	0	0.00	0.00	0	0	0.00	0.00	0	0.00	0.00	0	0
